2016-09-15 17:12:04.4528	IDEAL PATH Gaze Factor	0.061168679776344	=	0.0742320409321055	*	0.824019911190243	(none)	2016-09-15 15:12:03.7800
2016-09-15 17:12:04.4528	IDEAL PATH Gaze Factor	0.00236917205115891	=	0.0410229699887951	*	0.0577523288003285	(none)	2016-09-15 15:12:04.1990
2016-09-15 17:12:04.4528	IDEAL PATH moveDistanceFactor	0.844212271346268
2016-09-15 17:12:04.4528	IDEAL PATH eyeMovementsFactor	0.25760730207536
2016-09-15 17:12:04.4528	IDEAL PATH SCORE	0.697561029028541
2016-09-15 17:12:04.4538	TargetDistance	0.684504449367523
2016-09-15 17:12:04.4538	GAME DoubleClick	(1861.0, 296.0, 0.0)
2016-09-15 15:12:04.3800	EyeTracking Fixation	Started	741	852	-63609549124380
2016-09-15 17:12:04.5218	EyeTracking AOI	NULL
2016-09-15 15:12:04.5500	EyeTracking Fixation	Ended	727	838	170
2016-09-15 17:12:04.6059	EyeTracking AOI	NULL
2016-09-15 15:12:06.1790	EyeTracking Fixation	Started	822	791	-63609549126179
2016-09-15 17:12:06.3230	EyeTracking AOI	NULL
2016-09-15 15:12:06.2790	EyeTracking Fixation	Ended	812	788	100
2016-09-15 17:12:06.3400	EyeTracking AOI	NULL
2016-09-15 15:12:06.3130	EyeTracking Fixation	Started	510	850	-63609549126313
2016-09-15 17:12:06.4570	EyeTracking AOI	NULL
2016-09-15 15:12:06.4790	EyeTracking Fixation	Ended	495	849	166
2016-09-15 17:12:06.5400	EyeTracking AOI	NULL
2016-09-15 15:12:06.6950	EyeTracking Fixation	Started	1528	947	-63609549126695
2016-09-15 17:12:06.8391	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:06.8290	EyeTracking Fixation	Ended	1513	946	134
2016-09-15 17:12:06.8931	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:06.8460	EyeTracking Fixation	Started	1505	965	-63609549126846
2016-09-15 17:12:06.9911	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:06.9450	EyeTracking Fixation	Ended	1515	958	99
2016-09-15 17:12:07.0081	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:07.0620	EyeTracking Fixation	Started	1498	906	-63609549127062
2016-09-15 17:12:07.2081	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:07.2110	EyeTracking Fixation	Ended	1497	916	149
2016-09-15 17:12:07.2741	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:07.2290	EyeTracking Fixation	Started	1517	903	-63609549127229
2016-09-15 15:12:07.3270	EyeTracking Fixation	Ended	1502	911	98
2016-09-15 17:12:07.3761	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 17:12:07.3921	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 17:12:07.6062	GAME Move	(0.2, 0.0, -0.2)
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.00374118482730377	=	0.0539286172905552	*	-0.0693729046889355	(none)	2016-09-15 15:12:04.3800
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.000141702385978864	=	0.0317227160532678	*	-0.0044669058519744	(none)	2016-09-15 15:12:06.1790
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.014241771861454	=	0.0526597086484245	*	-0.270449119962614	(none)	2016-09-15 15:12:06.3130
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.0425084395113788	=	0.0425084395113788	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:06.6950
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.0314054888927351	=	0.0314054888927351	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:06.8460
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.047266846919369	=	0.047266846919369	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:07.0620
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.0310882617322024	=	0.0310882617322024	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:07.2290
2016-09-15 17:12:07.6062	IDEAL PATH Gaze Factor	-0.0310882617322024	=	0.0310882617322024	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:07.2290
2016-09-15 17:12:07.6062	IDEAL PATH moveDistanceFactor	0.466447265856857
2016-09-15 17:12:07.6062	IDEAL PATH eyeMovementsFactor	-0.201481957862624
2016-09-15 17:12:07.6062	IDEAL PATH SCORE	0.299464959926987
2016-09-15 17:12:07.6072	TargetDistance	0.587310373783112
2016-09-15 17:12:07.6072	GAME DoubleClick	(1423.0, 303.0, 0.0)
2016-09-15 15:12:07.5100	EyeTracking Fixation	Started	1346	1127	-63609549127510
2016-09-15 17:12:07.6582	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:07.7780	EyeTracking Fixation	Ended	1337	1126	268
2016-09-15 17:12:07.8412	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:07.7940	EyeTracking Fixation	Started	1318	1120	-63609549127794
2016-09-15 17:12:07.9412	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:07.8940	EyeTracking Fixation	Ended	1309	1111	100
2016-09-15 17:12:07.9742	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:08.7420	EyeTracking Fixation	Started	1267	262	-63609549128742
2016-09-15 17:12:08.8923	EyeTracking AOI	NULL
2016-09-15 15:12:08.9750	EyeTracking Fixation	Ended	1254	261	233
2016-09-15 17:12:09.0423	EyeTracking AOI	NULL
2016-09-15 15:12:09.0440	EyeTracking Fixation	Started	1570	759	-63609549129044
2016-09-15 17:12:09.1773	EyeTracking AOI	NULL
2016-09-15 15:12:09.1590	EyeTracking Fixation	Ended	1577	779	115
2016-09-15 17:12:09.2283	EyeTracking AOI	NULL
2016-09-15 15:12:09.3930	EyeTracking Fixation	Started	1588	729	-63609549129393
2016-09-15 17:12:09.5263	EyeTracking AOI	NULL
2016-09-15 15:12:09.5960	EyeTracking Fixation	Ended	1565	723	203
2016-09-15 17:12:09.6434	EyeTracking AOI	NULL
2016-09-15 15:12:09.6610	EyeTracking Fixation	Started	1169	193	-63609549129661
2016-09-15 17:12:09.7954	EyeTracking AOI	NULL
2016-09-15 15:12:09.9950	EyeTracking Fixation	Ended	1174	190	334
2016-09-15 17:12:10.0444	EyeTracking AOI	NULL
2016-09-15 17:12:10.0914	GAME Move	(0.4, 0.0, -0.3)
2016-09-15 17:12:10.0914	IDEAL PATH Gaze Factor	-0.107879711223725	=	0.107879711223725	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:07.5100
2016-09-15 17:12:10.0914	IDEAL PATH Gaze Factor	-0.040253623590942	=	0.040253623590942	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:12:07.7940
2016-09-15 17:12:10.0914	IDEAL PATH Gaze Factor	-0.00158481128197559	=	0.0937909429668949	*	-0.0168972742126601	(none)	2016-09-15 15:12:08.7420
2016-09-15 17:12:10.0914	IDEAL PATH Gaze Factor	0.0240863689593425	=	0.0462916671295833	*	0.52031759607875	(none)	2016-09-15 15:12:09.0440
2016-09-15 17:12:10.0914	IDEAL PATH Gaze Factor	0.0387955554256254	=	0.0817148558896123	*	0.474767470409957	(none)	2016-09-15 15:12:09.3930
2016-09-15 17:12:10.0914	IDEAL PATH Gaze Factor	-0.0146736686256685	=	0.134447102793746	*	-0.109140831752836	(none)	2016-09-15 15:12:09.6610
2016-09-15 17:12:10.0914	IDEAL PATH moveDistanceFactor	0.623531731731485
2016-09-15 17:12:10.0914	IDEAL PATH eyeMovementsFactor	-0.101509890337343
2016-09-15 17:12:10.0914	IDEAL PATH SCORE	0.442271326214278
2016-09-15 17:12:10.0924	TargetDistance	0.451330602169037
2016-09-15 17:12:10.0924	GAME DoubleClick	(1744.0, 406.0, 0.0)
2016-09-15 15:12:10.0610	EyeTracking Fixation	Started	1689	751	-63609549130061
2016-09-15 17:12:10.1954	EyeTracking AOI	NULL
2016-09-15 15:12:10.1750	EyeTracking Fixation	Ended	1696	749	114
2016-09-15 17:12:10.2274	EyeTracking AOI	NULL
2016-09-15 15:12:10.4420	EyeTracking Fixation	Started	1590	743	-63609549130442
2016-09-15 17:12:10.5774	EyeTracking AOI	NULL
2016-09-15 15:12:10.5420	EyeTracking Fixation	Ended	1577	737	100
2016-09-15 17:12:10.5925	EyeTracking AOI	NULL
2016-09-15 15:12:10.7260	EyeTracking Fixation	Started	827	580	-63609549130726
2016-09-15 17:12:10.8605	EyeTracking AOI	NULL
2016-09-15 15:12:10.8250	EyeTracking Fixation	Ended	817	573	99
2016-09-15 17:12:10.8765	EyeTracking AOI	NULL
2016-09-15 15:12:11.5920	EyeTracking Fixation	Started	1497	775	-63609549131592
2016-09-15 17:12:11.7286	EyeTracking AOI	NULL
2016-09-15 15:12:11.6910	EyeTracking Fixation	Ended	1479	782	99
2016-09-15 17:12:11.7586	EyeTracking AOI	NULL
2016-09-15 15:12:11.7240	EyeTracking Fixation	Started	1456	786	-63609549131724
2016-09-15 17:12:11.8606	EyeTracking AOI	NULL
2016-09-15 15:12:11.8410	EyeTracking Fixation	Ended	1454	783	117
2016-09-15 17:12:11.8946	EyeTracking AOI	NULL
2016-09-15 15:12:12.0740	EyeTracking Fixation	Started	1680	733	-63609549132074
2016-09-15 17:12:12.2126	EyeTracking AOI	NULL
2016-09-15 15:12:12.2230	EyeTracking Fixation	Ended	1680	738	149
2016-09-15 17:12:12.2786	EyeTracking AOI	NULL
2016-09-15 17:12:12.3096	GAME Move	(0.5, 0.0, -0.3)
2016-09-15 17:12:12.3096	IDEAL PATH Gaze Factor	0.0285452633722218	=	0.051415697401843	*	0.555185766500923	(none)	2016-09-15 15:12:10.0610
2016-09-15 17:12:12.3096	IDEAL PATH Gaze Factor	0.0221455305472474	=	0.0451014889489851	*	0.491015508873697	(none)	2016-09-15 15:12:10.4420
2016-09-15 17:12:12.3096	IDEAL PATH Gaze Factor	-0.00539069156854626	=	0.0446504740594953	*	-0.120730892159473	(none)	2016-09-15 15:12:10.7260
2016-09-15 17:12:12.3096	IDEAL PATH Gaze Factor	0.0206851327838416	=	0.0446504740594953	*	0.463267932077929	(none)	2016-09-15 15:12:11.5920
2016-09-15 17:12:12.3096	IDEAL PATH Gaze Factor	0.0236203990902938	=	0.0527687420703126	*	0.44762103782615	(none)	2016-09-15 15:12:11.7240
2016-09-15 17:12:12.3096	IDEAL PATH Gaze Factor	0.0362967865174481	=	0.0672012185339878	*	0.540120957763446	(none)	2016-09-15 15:12:12.0740
2016-09-15 17:12:12.3096	IDEAL PATH moveDistanceFactor	0.508333183198687
2016-09-15 17:12:12.3096	IDEAL PATH eyeMovementsFactor	0.125902420742506
2016-09-15 17:12:12.3096	IDEAL PATH SCORE	0.412725492584642
2016-09-15 17:12:12.3106	TargetDistance	0.334027200937271
2016-09-15 17:12:12.3106	GAME DoubleClick	(1699.0, 420.0, 0.0)
2016-09-15 15:12:13.5400	EyeTracking Fixation	Started	1413	744	-63609549133540
2016-09-15 17:12:13.6788	EyeTracking AOI	NULL
2016-09-15 15:12:13.6400	EyeTracking Fixation	Ended	1394	737	100
2016-09-15 17:12:13.6998	EyeTracking AOI	NULL
2016-09-15 15:12:13.6740	EyeTracking Fixation	Started	1359	528	-63609549133674
2016-09-15 17:12:13.8088	EyeTracking AOI	NULL
2016-09-15 15:12:13.8070	EyeTracking Fixation	Ended	1351	540	133
2016-09-15 17:12:13.8658	EyeTracking AOI	NULL
2016-09-15 15:12:13.8230	EyeTracking Fixation	Started	1405	605	-63609549133823
2016-09-15 17:12:13.9638	EyeTracking AOI	NULL
2016-09-15 15:12:13.9720	EyeTracking Fixation	Ended	1393	614	149
2016-09-15 17:12:14.0348	EyeTracking AOI	NULL
2016-09-15 15:12:13.9910	EyeTracking Fixation	Started	1707	575	-63609549133991
2016-09-15 17:12:14.1308	EyeTracking AOI	NULL
2016-09-15 15:12:14.2060	EyeTracking Fixation	Ended	1714	586	215
2016-09-15 17:12:14.2658	EyeTracking AOI	NULL
2016-09-15 15:12:14.5380	EyeTracking Fixation	Started	1112	631	-63609549134538
2016-09-15 17:12:14.6819	EyeTracking AOI	NULL
2016-09-15 15:12:14.6550	EyeTracking Fixation	Ended	1109	646	117
2016-09-15 17:12:14.7119	EyeTracking AOI	NULL
2016-09-15 17:12:14.8289	GAME Move	(0.6, 0.0, -0.3)
2016-09-15 17:12:14.8289	IDEAL PATH Gaze Factor	0.0151298977182138	=	0.0397100877680302	*	0.381008921627077	(none)	2016-09-15 15:12:13.5400
2016-09-15 17:12:14.8289	IDEAL PATH Gaze Factor	0.012160689586209	=	0.0528144167314802	*	0.230253221351219	(none)	2016-09-15 15:12:13.6740
2016-09-15 17:12:14.8289	IDEAL PATH Gaze Factor	0.0179772164409526	=	0.059168030774365	*	0.303833272895427	(none)	2016-09-15 15:12:13.8230
2016-09-15 17:12:14.8289	IDEAL PATH Gaze Factor	0.0365346462600107	=	0.0853766887012649	*	0.427922970728536	(none)	2016-09-15 15:12:13.9910
2016-09-15 17:12:14.8299	IDEAL PATH Gaze Factor	0.00615269486719335	=	0.0464608026885953	*	0.132427648924448	(none)	2016-09-15 15:12:14.5380
2016-09-15 17:12:14.8299	IDEAL PATH moveDistanceFactor	0.195848726250289
2016-09-15 17:12:14.8299	IDEAL PATH eyeMovementsFactor	0.0879551448725795
2016-09-15 17:12:14.8299	IDEAL PATH SCORE	0.168875330905862
2016-09-15 17:12:14.8299	TargetDistance	0.289180010557175
2016-09-15 17:12:14.8309	GAME DoubleClick	(1152.0, 567.0, 0.0)
2016-09-15 15:12:15.4720	EyeTracking Fixation	Started	1544	610	-63609549135472
2016-09-15 17:12:15.6140	EyeTracking AOI	NULL
2016-09-15 15:12:15.5730	EyeTracking Fixation	Ended	1531	611	101
2016-09-15 17:12:15.6340	EyeTracking AOI	NULL
2016-09-15 15:12:15.6060	EyeTracking Fixation	Started	1403	385	-63609549135606
2016-09-15 17:12:15.7470	EyeTracking AOI	NULL
2016-09-15 15:12:15.7730	EyeTracking Fixation	Ended	1397	373	167
2016-09-15 17:12:15.8290	EyeTracking AOI	NULL
2016-09-15 15:12:15.7890	EyeTracking Fixation	Started	1545	425	-63609549135789
2016-09-15 17:12:15.9350	EyeTracking AOI	NULL
2016-09-15 15:12:15.9720	EyeTracking Fixation	Ended	1530	418	183
2016-09-15 17:12:16.0300	EyeTracking AOI	NULL
2016-09-15 15:12:16.0230	EyeTracking Fixation	Started	847	193	-63609549136023
2016-09-15 17:12:16.1640	EyeTracking AOI	NULL
2016-09-15 15:12:16.2890	EyeTracking Fixation	Ended	833	190	266
2016-09-15 17:12:16.3480	EyeTracking AOI	NULL
2016-09-15 15:12:16.4770	EyeTracking Fixation	Started	686	782	-63609549136477
2016-09-15 17:12:16.6141	EyeTracking AOI	NULL
2016-09-15 15:12:16.5740	EyeTracking Fixation	Ended	694	784	97
2016-09-15 17:12:16.6331	EyeTracking AOI	NULL
2016-09-15 15:12:16.6560	EyeTracking Fixation	Started	661	987	-63609549136656
2016-09-15 17:12:16.7981	EyeTracking AOI	NULL
2016-09-15 15:12:16.7560	EyeTracking Fixation	Ended	654	983	100
2016-09-15 17:12:16.8151	EyeTracking AOI	NULL
2016-09-15 15:12:16.9410	EyeTracking Fixation	Started	657	965	-63609549136941
2016-09-15 17:12:17.0821	EyeTracking AOI	NULL
2016-09-15 15:12:17.0400	EyeTracking Fixation	Ended	656	971	99
2016-09-15 17:12:17.1001	EyeTracking AOI	NULL
2016-09-15 15:12:17.2070	EyeTracking Fixation	Started	706	844	-63609549137207
2016-09-15 17:12:17.3491	EyeTracking AOI	NULL
2016-09-15 15:12:17.4060	EyeTracking Fixation	Ended	711	848	199
2016-09-15 17:12:17.4661	EyeTracking AOI	NULL
2016-09-15 15:12:17.5050	EyeTracking Fixation	Started	702	789	-63609549137505
2016-09-15 17:12:17.6492	EyeTracking AOI	NULL
2016-09-15 15:12:17.6420	EyeTracking Fixation	Ended	704	774	137
2016-09-15 17:12:17.6992	EyeTracking AOI	NULL
2016-09-15 17:12:17.7142	GAME Move	(0.6, 0.0, -0.4)
2016-09-15 17:12:17.7142	IDEAL PATH Gaze Factor	0.0133799956718411	=	0.0350173027080094	*	0.382096696122194	(none)	2016-09-15 15:12:15.4720
2016-09-15 17:12:17.7142	IDEAL PATH Gaze Factor	0.00817050126853021	=	0.0578998965568076	*	0.141114263658724	(none)	2016-09-15 15:12:15.6060
2016-09-15 17:12:17.7142	IDEAL PATH Gaze Factor	0.0147597018111356	=	0.0634471920353041	*	0.232629708859658	(none)	2016-09-15 15:12:15.7890
2016-09-15 17:12:17.7142	IDEAL PATH Gaze Factor	-0.0279599448375781	=	0.0922237873300049	*	-0.303174979547618	(none)	2016-09-15 15:12:16.0230
2016-09-15 17:12:17.7152	IDEAL PATH Gaze Factor	-0.00450078065009442	=	0.0336188218266562	*	-0.133876810832371	(none)	2016-09-15 15:12:16.4770
2016-09-15 17:12:17.7152	IDEAL PATH Gaze Factor	-0.00431404523178723	=	0.0346585792027383	*	-0.124472650957555	(none)	2016-09-15 15:12:16.6560
2016-09-15 17:12:17.7152	IDEAL PATH Gaze Factor	-0.00427493757539785	=	0.0343119934107109	*	-0.124590184085993	(none)	2016-09-15 15:12:16.9410
2016-09-15 17:12:17.7152	IDEAL PATH Gaze Factor	-0.00706409147931893	=	0.0689705726134492	*	-0.102421818634306	(none)	2016-09-15 15:12:17.2070
2016-09-15 17:12:17.7152	IDEAL PATH Gaze Factor	-0.0060985585886704	=	0.0474822535077515	*	-0.128438693156693	(none)	2016-09-15 15:12:17.5050
2016-09-15 17:12:17.7152	IDEAL PATH moveDistanceFactor	-0.19998031652081
2016-09-15 17:12:17.7152	IDEAL PATH eyeMovementsFactor	-0.01790215961134
2016-09-15 17:12:17.7152	IDEAL PATH SCORE	-0.154460777293442
2016-09-15 17:12:17.7162	TargetDistance	0.32961705327034
2016-09-15 17:12:17.7162	GAME DoubleClick	(703.0, 325.0, 0.0)
2016-09-15 15:12:17.6750	EyeTracking Fixation	Started	703	779	-63609549137675
2016-09-15 17:12:17.8152	EyeTracking AOI	NULL
2016-09-15 15:12:17.8380	EyeTracking Fixation	Ended	697	767	163
2016-09-15 17:12:17.9012	EyeTracking AOI	NULL
2016-09-15 15:12:17.9740	EyeTracking Fixation	Started	839	849	-63609549137974
2016-09-15 17:12:18.1182	EyeTracking AOI	NULL
2016-09-15 15:12:18.0740	EyeTracking Fixation	Ended	841	829	100
2016-09-15 17:12:18.1332	EyeTracking AOI	NULL
2016-09-15 15:12:18.1540	EyeTracking Fixation	Started	733	665	-63609549138154
2016-09-15 17:12:18.3002	EyeTracking AOI	NULL
2016-09-15 15:12:18.3560	EyeTracking Fixation	Ended	737	667	202
2016-09-15 17:12:18.4162	EyeTracking AOI	NULL
2016-09-15 15:12:18.5550	EyeTracking Fixation	Started	776	607	-63609549138555
2016-09-15 17:12:18.6893	EyeTracking AOI	NULL
2016-09-15 15:12:18.7710	EyeTracking Fixation	Ended	781	619	216
2016-09-15 17:12:19.3043	EyeTracking AOI	NULL
2016-09-15 15:12:19.2550	EyeTracking Fixation	Started	923	1109	-63609549139255
2016-09-15 17:12:19.4023	EyeTracking AOI	NULL
2016-09-15 15:12:19.3870	EyeTracking Fixation	Ended	913	1110	132
2016-09-15 17:12:19.4363	EyeTracking AOI	NULL
2016-09-15 15:12:19.4210	EyeTracking Fixation	Started	880	1001	-63609549139421
2016-09-15 17:12:19.5693	EyeTracking AOI	NULL
2016-09-15 15:12:19.5370	EyeTracking Fixation	Ended	886	1007	116
2016-09-15 17:12:19.6014	EyeTracking AOI	NULL
2016-09-15 17:12:19.6474	GAME Move	(0.6, 0.0, -0.4)
2016-09-15 17:12:19.6474	IDEAL PATH Gaze Factor	-0.0123250250678446	=	0.0844037812686882	*	-0.146024560542015	(none)	2016-09-15 15:12:17.6750
2016-09-15 17:12:19.6474	IDEAL PATH Gaze Factor	-0.000408127414166712	=	0.0517814609010357	*	-0.00788172846159596	(none)	2016-09-15 15:12:17.9740
2016-09-15 17:12:19.6474	IDEAL PATH Gaze Factor	-0.0152867813403864	=	0.104598551020092	*	-0.146147161612688	(none)	2016-09-15 15:12:18.1540
2016-09-15 17:12:19.6474	IDEAL PATH Gaze Factor	-0.0144786956488903	=	0.111847955546237	*	-0.12944980154693	(none)	2016-09-15 15:12:18.5550
2016-09-15 17:12:19.6474	IDEAL PATH Gaze Factor	0.00730948275757315	=	0.0683515283893672	*	0.106939565651472	(none)	2016-09-15 15:12:19.2550
2016-09-15 17:12:19.6474	IDEAL PATH Gaze Factor	0.00425635524674196	=	0.0600664946452015	*	0.070860723134973	(none)	2016-09-15 15:12:19.4210
2016-09-15 17:12:19.6474	IDEAL PATH moveDistanceFactor	-0.0797587667010128
2016-09-15 17:12:19.6474	IDEAL PATH eyeMovementsFactor	-0.0309327914669729
2016-09-15 17:12:19.6474	IDEAL PATH SCORE	-0.0675522728925028
2016-09-15 17:12:19.6484	TargetDistance	0.348526149988174
2016-09-15 17:12:19.6484	GAME DoubleClick	(924.0, 72.0, 0.0)
2016-09-15 15:12:19.6200	EyeTracking Fixation	Started	773	709	-63609549139620
2016-09-15 17:12:19.7524	EyeTracking AOI	NULL
2016-09-15 15:12:19.8030	EyeTracking Fixation	Ended	766	690	183
2016-09-15 17:12:19.8634	EyeTracking AOI	NULL
2016-09-15 15:12:19.8170	EyeTracking Fixation	Started	750	614	-63609549139817
2016-09-15 17:12:19.9514	EyeTracking AOI	NULL
2016-09-15 15:12:20.0030	EyeTracking Fixation	Ended	748	618	186
2016-09-15 17:12:20.0704	EyeTracking AOI	NULL
2016-09-15 15:12:20.0200	EyeTracking Fixation	Started	740	601	-63609549140020
2016-09-15 17:12:20.1694	EyeTracking AOI	NULL
2016-09-15 15:12:20.1360	EyeTracking Fixation	Ended	736	601	116
2016-09-15 17:12:20.2024	EyeTracking AOI	NULL
2016-09-15 15:12:20.3030	EyeTracking Fixation	Started	917	636	-63609549140303
2016-09-15 15:12:20.4040	EyeTracking Fixation	Ended	905	633	101
2016-09-15 17:12:20.4514	EyeTracking AOI	NULL
2016-09-15 17:12:20.4714	EyeTracking AOI	NULL
2016-09-15 15:12:21.6200	EyeTracking Fixation	Started	532	488	-63609549141620
2016-09-15 17:12:21.7536	EyeTracking AOI	NULL
2016-09-15 15:12:21.7840	EyeTracking Fixation	Ended	529	481	164
2016-09-15 17:12:21.8506	EyeTracking AOI	NULL
2016-09-15 15:12:21.8510	EyeTracking Fixation	Started	532	476	-63609549141851
2016-09-15 17:12:21.9866	EyeTracking AOI	NULL
2016-09-15 15:12:22.0180	EyeTracking Fixation	Ended	532	474	167
2016-09-15 17:12:22.0736	EyeTracking AOI	NULL
2016-09-15 15:12:22.0700	EyeTracking Fixation	Started	887	847	-63609549142070
2016-09-15 17:12:22.2056	EyeTracking AOI	NULL
2016-09-15 15:12:22.1840	EyeTracking Fixation	Ended	882	842	114
2016-09-15 17:12:22.2376	EyeTracking AOI	NULL
2016-09-15 15:12:22.2180	EyeTracking Fixation	Started	1355	789	-63609549142218
2016-09-15 17:12:22.3496	EyeTracking AOI	NULL
2016-09-15 15:12:22.3350	EyeTracking Fixation	Ended	1335	792	117
2016-09-15 17:12:22.3866	EyeTracking AOI	NULL
2016-09-15 15:12:22.3510	EyeTracking Fixation	Started	1540	697	-63609549142351
2016-09-15 17:12:22.4866	EyeTracking AOI	NULL
2016-09-15 15:12:22.5000	EyeTracking Fixation	Ended	1559	700	149
2016-09-15 17:12:22.5506	EyeTracking AOI	NULL
2016-09-15 15:12:22.6330	EyeTracking Fixation	Started	1020	497	-63609549142633
2016-09-15 17:12:22.7737	EyeTracking AOI	NULL
2016-09-15 15:12:22.8830	EyeTracking Fixation	Ended	1024	484	250
2016-09-15 17:12:22.9537	EyeTracking AOI	NULL
2016-09-15 15:12:23.0030	EyeTracking Fixation	Started	1449	1140	-63609549143003
2016-09-15 17:12:23.1367	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:23.1500	EyeTracking Fixation	Ended	1435	1142	147
2016-09-15 17:12:23.2227	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:23.3680	EyeTracking Fixation	Started	690	707	-63609549143368
2016-09-15 17:12:23.5057	EyeTracking AOI	NULL
2016-09-15 15:12:23.4990	EyeTracking Fixation	Ended	686	724	131
2016-09-15 17:12:23.5617	EyeTracking AOI	NULL
2016-09-15 15:12:23.8840	EyeTracking Fixation	Started	1376	1102	-63609549143884
2016-09-15 17:12:24.0218	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:12:24.0330	EyeTracking Fixation	Ended	1397	1105	149
